17200 57378
6232 191 588
47309 107 530
30244 8 186
42880 9 286
598 116 220
24040 223 283
8706 289 682
47101 178 485
22712 13 69
5545 5 413
8664 191 624
20658 391 651
56625 92 659
13139 68 138
43438 213 232
55107 76 273
3474 9 303
40997 232 436
33221 166 465
41058 93 579
23770 65 575
6535 637 671
41737 25 280
12524 385 404
54492 558 621
14793 376 664
53570 429 620
16029 261 465
5747 168 591
27193 237 393
31673 626 648
55426 102 629
42959 303 569
28193 388 508
1656 226 607
48549 254 429
55798 511 681
27765 276 469
15507 377 523
33761 36 633
31044 227 566
43503 80 411
48578 305 619
47058 24 447
36054 305 387
50377 205 576
51331 264 517
8094 35 43
27569 633 638
15127 130 506
7180 94 389
32344 57 286
25903 246 497
2946 354 513
45508 244 466
51626 133 517
38396 97 211
44773 271 684
20856 143 595
20296 66 637
24115 102 348
52024 290 360
6217 64 315
52423 622 665
25781 21 47
17917 71 142
50137 368 617
37964 438 604
17118 644 665
25618 325 384
53838 100 517
52578 374 615
10359 168 573
21346 603 628
46782 160 193
27049 297 646
48420 334 425
50326 163 354
37790 269 669
52295 76 657
34801 88 682
20336 421 613
1036 411 591
269 293 640
35078 99 111
11358 224 246
50602 668 674
39394 111 593
22716 287 439
36192 500 580
23979 234 686
45482 144 327
8430 243 527
28916 424 612
44866 212 240
22953 67 575
42280 422 671
43689 334 354
9330 540 676
8765 62 609
44932 108 166
7952 164 293
51052 420 421
510 161 214
47479 252 545
3468 88 428
7530 213 521
51903 212 589
47431 85 151
38695 89 253
24857 43 292
13017 244 595
47504 413 636
47053 178 441
9185 361 397
25098 256 508
51730 15 202
19757 7 606
50526 5 555
38901 541 597
23056 114 238
49039 118 316
44650 322 400
6042 295 381
13893 52 610
44666 552 560
23781 94 395
28215 427 466
27091 108 638
48347 534 552
47237 228 544
23699 389 601
25653 126 369
33216 227 550
14875 261 663
6676 203 232
7009 86 651
54736 123 493
11732 55 393
19799 269 493
12278 224 655
28025 363 663
11475 271 430
28652 49 98
41300 605 683
20892 393 604
54090 55 435
5156 300 363
19229 9 459
47015 457 567
18715 471 630
15735 72 345
12840 484 583
14136 286 682
13889 118 537
48367 213 511
10605 464 514
25486 190 206
23144 77 518
18251 354 639
6940 100 572
28975 630 631
31145 345 403
33147 56 548
38087 100 285
43991 278 391
19494 336 425
41183 28 85
29367 183 519
52451 227 512
2114 200 430
56116 73 440
7266 516 650
17740 168 195
21922 54 465
44369 87 90
3225 337 379
12476 68 258
36115 166 216
17932 373 458
17377 531 630
21277 33 88
40253 190 645
41776 107 520
50613 484 573
52722 335 628
16070 43 211
34025 403 595
30118 283 484
2243 11 137
34553 120 457
52882 241 513
27836 441 672
51229 396 492
12130 90 306
56679 170 205
10639 39 667
44098 373 394
50477 447 468
46756 321 621
17269 344 655
10498 234 533
22043 435 478
55271 338 580
15322 174 535
40774 218 287
10032 380 388
47578 218 679
5635 483 613
33187 98 275
40050 145 245
26548 648 670
4986 318 458
31920 108 675
46402 305 424
27852 171 316
33160 214 231
14718 374 554
16019 31 641
8569 94 504
6966 320 517
26353 214 306
34463 18 193
21840 262 288
39617 143 528
12721 325 406
53834 509 652
34478 68 256
45626 308 380
3099 174 593
28812 267 598
42153 11 206
24388 303 409
45330 110 460
13915 238 566
3860 94 495
14380 131 616
27643 174 416
40753 46 421
39613 508 592
15990 80 412
48287 389 521
26836 370 466
8387 458 641
32877 223 673
37090 410 670
23594 271 688
21061 199 441
21955 28 483
23673 305 527
23156 472 567
57200 72 284
25420 145 217
21028 301 617
52278 44 465
26721 105 406
11360 303 419
10907 512 618
35660 180 562
48833 127 626
41319 91 140
19515 390 591
41724 353 442
14988 110 176
34217 174 303
41410 88 91
49686 130 144
10902 141 238
25322 257 314
38438 537 591
2866 334 431
27319 88 104
7976 317 619
36961 472 566
22704 134 650
43186 86 163
5815 55 542
18476 326 586
50340 143 198
9026 258 648
9190 28 35
1995 281 493
56017 358 456
7152 426 627
19108 363 464
57198 69 633
1993 5 606
43135 28 295
54015 133 403
38483 179 688
6257 506 549
45188 156 511
39829 587 674
16829 48 57
8012 151 591
8504 48 298
6290 385 397
44872 95 519
467 286 359
24769 116 631
28585 297 670
10507 287 651
53147 291 525
51338 96 148
25431 32 285
15251 449 467
47183 416 642
54240 319 364
47092 45 316
51815 498 676
43238 248 364
15382 461 654
47719 167 523
15938 313 626
37796 246 316
52527 361 459
5064 32 369
13790 529 663
42800 100 174
30979 59 266
9310 19 80
28339 178 639
25399 563 625
50001 168 443
2980 207 369
39626 16 533
44184 29 548
48426 642 646
53203 115 409
35085 268 583
9944 117 168
28990 225 315
10999 32 602
56919 58 275
14435 186 201
28799 355 661
22269 604 650
20423 47 597
50419 474 509
19685 442 501
1579 256 546
48509 143 591
55677 157 462
36896 91 334
14320 289 658
46574 403 618
28801 75 538
56436 47 194
4636 33 490
48229 62 151
28973 267 571
4123 639 666
1848 21 437
45544 255 344
44072 472 666
40168 84 210
53869 508 603
21680 330 559
7597 127 329
9454 187 409
37563 496 530
41180 354 486
42306 605 684
41923 207 382
40308 129 202
37712 202 465
29089 18 248
25682 470 526
37198 337 642
46790 220 490
24364 572 588
20753 439 681
13933 121 455
5304 7 468
26611 435 551
5230 76 392
38771 234 677
27928 38 537
50722 187 366
20533 431 449
13014 19 106
16482 180 283
49316 314 651
13252 280 512
51791 173 628
2062 283 395
22961 161 431
1113 118 156
12935 29 581
22933 158 254
23778 320 380
11961 486 596
8948 25 179
30737 354 576
36348 155 670
11100 520 643
39997 657 678
33601 65 681
13794 274 288
53270 361 669
49399 223 573
30684 226 489
7758 496 583
32109 109 131
51286 168 524
7044 118 490
52316 464 594
53445 233 508
25829 255 316
43162 219 234
56948 316 549
32834 106 576
19312 95 160
3110 65 395
43141 231 550
30050 9 145
266 517 604
45827 89 587
28490 202 340
12493 586 692
34931 406 628
23541 11 199
5268 531 636
17707 84 86
29400 365 382
9699 438 643
12443 27 502
7583 360 368
42525 323 632
36336 429 679
38023 172 589
8418 19 491
11467 56 346
51629 39 691
39218 53 524
40651 153 398
32901 114 364
20944 154 193
25225 353 681
22022 341 464
51086 468 599
47252 6 129
1974 198 327
8257 253 601
40050 74 292
50455 208 619
7285 238 578
15232 144 541
36821 350 494
15715 13 467
56705 78 622
16101 75 452
26072 624 629
12817 134 280
49818 238 425
44079 156 293
37570 628 661
31970 403 658
39468 71 554
56583 469 582
30828 435 633
22396 6 450
29054 217 461
17179 209 227
34675 321 399
16060 109 169
9109 139 300
28674 160 672
7603 115 129
33469 172 555
10354 205 421
14765 30 592
1202 32 189
34896 161 426
54077 305 317
32613 289 503
20118 354 575
2544 412 661
47680 65 407
44813 253 489
7034 81 687
28718 326 568
56987 265 678
2097 202 641
24876 155 514
28216 445 666
41911 237 270
52751 172 614
26918 436 581
8661 39 462
24990 370 436
32018 376 477
34771 464 641
24447 159 332
112 307 654
29817 374 391
12823 169 297
10932 404 546
8508 49 473
15661 219 312
18615 288 654
8113 155 468
24983 181 638
57271 44 639
6919 95 263
1794 351 510
49766 122 552
20085 400 400
32688 104 400
2977 220 449
19689 212 677
14641 218 580
7431 270 378
22189 189 453
34260 17 157
55044 37 168
19988 288 450
42044 231 536
8603 28 399
29335 39 162
35031 162 458
6361 314 586
1313 86 93
24763 76 688
55849 183 187
25522 94 273
25861 400 466
30180 232 524
28256 59 525
29928 464 680
20319 595 642
20028 58 369
18335 172 248
13844 40 403
11330 3 616
41152 62 211
52065 359 492
37674 162 675
5591 280 479
10182 171 352
14944 75 348
53907 26 328
23948 6 275
4142 503 548
22343 9 156
17760 244 601
11167 37 236
49551 67 138
23102 567 623
51475 122 196
15040 57 435
31803 40 99
30971 215 677
54086 459 614
7069 364 476
14599 275 598
55990 452 596
49120 601 633
43336 163 600
15819 269 560
46325 114 208
15742 24 267
41880 314 315
7381 203 536
41085 113 422
14112 401 594
48110 147 309
28101 416 446
29882 401 543
51578 128 183
47514 104 137
27721 259 369
4878 226 650
49651 362 653
10870 76 382
5820 342 598
17310 73 76
39953 320 322
49132 326 503
10288 95 581
21574 418 681
5197 189 654
25776 166 639
46543 438 453
10593 50 98
25329 1 160
57138 131 199
13439 356 542
13034 180 690
41540 443 569
20527 162 658
26728 339 454
27735 236 494
11709 8 113
33544 425 539
32162 151 325
5626 128 222
38047 187 662
35010 194 683
20143 472 604
27207 486 565
17993 517 630
7622 90 652
15016 117 238
12940 101 151
7668 437 600
43482 98 413
42642 660 678
13085 127 647
49717 211 378
18370 337 403
55184 415 566
7328 122 530
10625 530 652
32239 369 625
12667 53 252
36329 256 404
5237 459 691
45597 85 518
2151 276 479
37523 54 190
2414 45 302
6854 251 410
9987 340 522
37171 398 538
52974 23 303
14002 111 444
41051 66 502
40025 391 690
11156 58 184
49096 210 468
41954 58 223
22102 99 138
38838 69 133
48814 172 280
51691 84 365
26348 37 302
29030 67 130
25114 94 411
40202 341 410
57371 311 397
2558 49 598
9656 265 467
53658 324 552
14996 365 632
39791 271 389
13252 105 127
36715 12 453
2462 4 328
49535 624 634
52899 407 451
14239 10 354
34631 83 107
30945 79 678
11222 56 190
56142 144 265
26323 303 449
11858 3 149
11826 247 565
27850 163 271
41283 26 299
29106 279 505
27459 346 674
28169 201 392
25661 349 506
30039 332 499
42422 284 642
1748 255 641
15522 88 611
36536 389 543
4724 331 499
11245 600 626
14902 229 344
11153 167 547
39715 96 284
30821 589 648
8580 207 400
17838 27 540
55262 165 621
39935 84 119
44146 493 643
47270 46 99
54574 60 671
8911 43 460
38432 54 370
42080 326 408
4353 293 371
54624 317 415
3850 29 535
41863 257 520
42410 230 406
16921 11 536
12377 526 642
1658 4 548
23286 86 395
35352 94 269
21297 85 389
55318 528 591
23260 150 507
7298 283 343
15073 123 481
45716 88 257
6643 316 568
42337 49 526
5509 616 655
48582 231 290
19512 201 383
54110 587 641
42984 281 344
25302 51 422
23131 446 633
10338 477 683
38135 540 589
12897 79 502
12794 517 633
40180 105 539
23610 485 507
37582 398 462
5530 45 61
2791 200 560
36778 29 322
25156 241 651
34684 109 615
44821 32 257
10371 648 688
47653 144 219
15766 355 548
19234 430 657
48563 105 635
27527 384 589
124 250 565
50043 292 306
24435 153 513
8870 250 503
15919 82 620
6160 121 298
55610 85 143
39533 346 678
46141 23 514
8100 345 469
56738 12 307
13620 16 620
3157 179 242
50393 574 629
18244 312 482
20289 373 579
44548 22 311
14202 169 482
48234 77 289
44675 252 668
31373 307 409
36188 2 448
48343 238 346
23135 110 527
7204 220 501
18367 8 78
45915 424 448
45403 255 377
22181 348 393
11351 434 510
49093 9 43
10150 202 550
421 250 536
25716 181 400
40576 16 171
10454 212 519
23491 256 493
35751 110 194
14716 533 538
20400 387 473
52463 35 459
16907 285 428
53027 161 176
11601 151 472
29738 152 303
5946 196 292
12048 92 299
21241 165 220
36865 54 313
39134 167 226
34581 569 661
56009 168 255
47810 664 670
52864 441 643
8502 271 577
38695 193 548
6714 208 458
5848 435 546
31995 27 165
32964 325 639
30521 238 550
16056 238 459
23355 235 560
54090 264 295
22780 174 682
14138 253 524
53889 401 607
25533 514 592
49942 104 119
34231 402 562
8118 172 221
32058 512 680
11384 223 428
56951 192 512
10337 227 669
13492 52 387
25875 275 388
26698 122 605
24466 208 437
17091 375 465
46481 242 305
18574 422 603
36 387 479
11327 12 164
34576 46 547
8449 280 494
38635 425 623
33850 285 334
30087 7 420
33077 240 294
53997 340 357
56470 204 505
15790 125 314
36908 174 297
32121 96 199
4110 46 677
41212 464 548
26159 41 203
41492 135 479
16298 151 326
25304 486 604
5285 58 281
7617 390 543
24162 257 526
46832 202 250
8470 422 451
42791 212 286
37938 372 506
42623 95 338
13556 204 218
2123 229 402
57260 406 584
47787 529 597
32847 103 520
35818 522 551
34081 23 336
40569 450 534
55639 104 180
39940 288 573
13724 75 392
51554 317 420
3319 61 661
12731 433 533
28703 41 492
14534 333 532
53106 254 291
48019 44 235
24806 381 432
3452 62 246
33883 84 177
53119 35 673
31694 492 517
52558 480 572
38201 217 526
44937 5 478
50369 153 248
9501 181 248
16840 178 509
28397 101 220
52870 177 550
55070 573 643
17735 72 585
15487 69 259
38430 149 193
368 77 401
4371 78 297
47960 395 603
24478 19 146
36670 72 307
11531 529 674
22305 91 691
49199 306 644
22652 182 572
54965 179 385
51607 423 544
1089 612 627
52006 468 668
45627 7 613
10417 377 450
25701 385 437
27754 129 159
11743 488 585
49028 277 309
37194 65 163
48694 110 371
10948 128 554
25531 62 124
2804 249 542
20895 195 220
7654 55 349
5336 463 577
56021 471 687
3031 326 646
46473 18 566
25335 58 357
18150 242 637
46225 343 414
7876 93 213
30689 228 529
8091 217 320
36911 210 268
7976 362 619
33294 270 525
7865 373 377
23032 146 183
48902 71 81
23821 7 678
40110 584 607
23869 145 375
4559 151 446
47346 322 666
48543 236 665
11283 281 595
25739 284 471
29737 60 100
5669 379 657
15773 495 656
35082 30 228
15070 490 608
32635 187 198
12387 271 371
46799 83 397
33488 264 372
12513 115 197
29643 1 407
4010 138 230
44538 125 633
17511 126 646
50082 204 678
5983 436 619
36 381 673
32680 394 689
25223 300 370
54173 111 434
15478 302 527
2755 268 269
14947 23 679
46467 163 292
31997 442 605
27369 454 520
15260 130 230
37575 263 290
46921 167 441
21128 398 461
9140 539 605
37568 49 501
12295 466 669
30702 94 234
49477 10 630
1720 93 397
49947 384 634
14067 459 482
2534 195 341
45110 70 403
27089 546 670
31632 208 391
46048 284 351
47195 122 441
45239 23 625
11692 419 571
26017 350 612
43221 430 591
35932 272 375
16175 126 557
14932 97 261
42483 262 509
37349 97 222
1627 13 205
32604 514 579
42620 211 528
42410 116 692
32447 606 673
45292 140 264
55010 604 619
34841 110 323
20679 319 532
24511 173 263
37539 371 673
20295 251 275
24622 3 98
46896 221 351
35538 98 553
13548 284 390
36189 319 517
33618 491 692
13454 475 533
35742 254 534
1633 46 363
23411 125 290
5367 514 582
55022 44 515
44435 477 602
11948 249 345
23435 279 552
56516 302 530
44706 121 521
34991 310 517
2076 282 346
47793 194 223
19568 375 634
49167 115 277
46396 69 625
13348 172 622
39308 19 187
25953 495 506
17391 37 486
18949 143 571
54349 70 398
50527 551 559
39337 49 680
48141 22 244
2319 399 481
12590 203 420
20446 367 512
46639 81 681
5957 172 388
16753 301 400
53032 236 323
17333 319 385
50907 48 290
1875 165 287
57124 141 274
37081 119 660
3829 251 260
23670 5 391
57239 61 109
46261 294 467
1551 309 425
26632 148 619
20679 217 450
12542 296 631
5346 284 423
23813 330 553
37382 113 190
29579 139 202
14290 178 658
17673 78 351
19000 75 458
3497 413 522
43810 432 653
6195 313 414
38640 161 606
26491 409 671
32698 44 99
50306 233 328
44968 352 569
46610 305 573
29982 206 268
50588 364 377
30125 312 563
1511 366 491
26408 591 685
34807 153 320
47687 72 252
42656 106 328
14914 61 131
944 56 97
17542 179 625
23975 350 677
41165 555 618
11356 247 465
37751 328 576
6016 482 628
56758 154 344
54517 457 557
5741 317 409
19432 44 427
43124 134 557
10505 304 530
51085 211 643
25326 360 601
5570 10 149
13324 527 684
50895 197 639
9598 204 497
22034 552 571
12049 238 468
39171 11 473
35377 335 488
2804 235 421
21469 274 330
55437 33 108
38906 258 571
2437 243 626
12981 385 581
30695 42 515
18793 226 603
57365 112 527
49544 134 236
16118 573 579
4656 335 350
24211 296 627
1088 94 451
26506 458 541
6193 108 129
56114 469 507
18633 187 318
14152 237 591
35446 146 440
37173 244 572
33042 41 438
38526 411 501
32892 556 615
7750 281 327
34413 514 691
44643 168 560
44169 410 423
10946 395 658
26568 203 651
34875 405 630
36512 280 472
7129 140 435
5676 534 686
10001 242 279
11040 276 510
13481 60 660
18842 265 373
20157 101 501
30474 439 463
23442 519 606
14697 20 104
36677 147 148
47506 152 267
56269 78 612
13397 180 474
31295 364 437
28550 140 288
18445 109 156
40389 28 117
27479 100 552
10523 174 376
54268 313 508
21211 133 215
10212 79 658
46430 167 686
39267 73 421
3590 406 661
50042 104 217
19334 228 468
54396 394 444
23046 326 601
56396 350 538
6690 268 661
50665 80 316
39425 94 638
32228 391 490
22021 70 550
28486 550 683
47639 475 653
23277 55 264
13 29 557
3534 112 289
39783 112 270
36129 83 160
46537 210 683
23201 305 663
14590 163 241
24525 414 471
26593 80 103
54686 319 333
52732 247 634
14654 583 651
57218 160 572
52900 457 582
45579 341 497
18850 59 546
9692 555 677
27097 367 677
31193 398 615
10045 164 501
47532 373 444
3698 341 356
7165 333 336
23781 545 690
50043 106 428
21023 235 684
52249 109 242
33497 249 525
30220 71 189
52067 138 258
35026 341 541
48548 213 328
40118 14 44
46927 570 633
26936 392 565
10337 127 414
26073 7 628
5671 356 656
57064 86 451
4777 75 271
7492 569 658
21180 390 483
9159 113 164
30569 45 482
42989 321 515
42829 143 168
11497 167 585
23334 396 570
18645 73 429
40301 514 597
31330 96 428
52106 167 347
15970 319 399
54714 299 607
38944 51 176
41177 504 644
31767 487 541
4448 373 444
7622 199 273
39443 132 290
48852 415 528
10973 28 390
45457 107 172
19984 417 437
49855 326 570
22784 16 336
45476 63 288
35037 415 540
20014 455 667
42923 506 560
41702 93 134
12762 196 531
8631 289 674
22902 259 664
47557 381 689
17030 92 413
1940 171 653
50149 54 381
48789 198 280
22454 357 585
1783 584 669
10967 101 535
15123 53 548
24645 66 188
50312 236 430
23924 84 445
2548 678 684
50256 15 72
40488 219 340
2105 315 323
23707 119 561
4728 218 298
23482 376 409
7808 3 587
13208 175 286
25216 455 522
31592 33 452
13861 32 559
53319 161 184
48716 436 586
39424 83 674
50186 369 418
3591 248 614
46885 121 465
9545 139 176
1008 447 461
13202 261 282
40345 418 604
28062 233 620
22695 183 245
13943 177 234
48918 109 632
3634 582 675
17965 250 626
15395 80 605
4816 29 172
19914 11 233
17768 259 324
21465 175 628
1660 245 416
35342 149 264
23258 491 554
5467 338 368
54128 595 692
37565 426 689
35940 352 656
22226 390 594
34849 506 572
20623 25 613
30640 98 645
26224 409 560
54993 284 419
21416 89 156
25593 339 611
7144 33 287
2322 61 513
16126 538 621
30504 20 300
12416 90 522
39088 342 555
25045 13 32
52049 476 683
15235 9 313
13009 135 142
13769 186 362
54976 378 688
25545 233 639
7690 454 651
31739 198 231
51877 424 551
47555 53 241
50790 312 553
57084 150 330
33567 400 429
3030 211 656
15123 341 501
16044 470 687
25912 607 678
43186 640 655
17494 199 574
42943 488 687
40608 264 642
48762 346 405
30405 41 578
18145 117 428
36784 14 589
9482 306 408
31721 172 501
7923 361 659
6469 67 343
16574 114 499
14256 482 668
